id,emotion,usage
5035,6,Training
5036,5,Training
5037,4,Training
5038,5,Training
5039,5,Training
5040,0,Training
5041,5,Training
5042,0,Training
5043,3,Training
5044,3,Training
5045,6,Training
5046,0,Training
5047,6,Training
5048,3,Training
5049,3,Training
5050,6,Training
5051,3,Training
5052,6,Training
5053,4,Training
5054,6,Training
5055,3,Training
5056,4,Training
5057,4,Training
5058,4,Training
5059,4,Training
5060,0,Training
5061,0,Training
5062,4,Training
5063,3,Training
5064,3,Training
5065,0,Training
5066,2,Training
5067,2,Training
5068,0,Training
5069,2,Training
5070,3,Training
5071,4,Training
5072,4,Training
5073,5,Training
5074,6,Training
5075,2,Training
5076,6,Training
5077,0,Training
5078,5,Training
5079,3,Training
5080,4,Training
5081,2,Training
5082,3,Training
5083,3,Training
5084,4,Training
5085,3,Training
5086,1,Training
5087,3,Training
5088,6,Training
5089,4,Training
5090,3,Training
5091,3,Training
5092,5,Training
5093,0,Training
5094,3,Training
5095,0,Training
5096,3,Training
5097,0,Training
5098,2,Training
5099,3,Training
5100,6,Training
5101,4,Training
5102,4,Training
5103,3,Training
5104,3,Training
5105,0,Training
5106,6,Training
5107,4,Training
5108,4,Training
5109,4,Training
5110,3,Training
5111,6,Training
5112,4,Training
5113,4,Training
5114,5,Training
5115,3,Training
5116,4,Training
5117,6,Training
5118,2,Training
5119,0,Training
5120,6,Training
5121,4,Training
5122,3,Training
5123,2,Training
5124,4,Training
5125,3,Training
5126,4,Training
5127,2,Training
5128,3,Training
5129,4,Training
5130,0,Training
5131,0,Training
5132,2,Training
5133,0,Training
5134,4,Training
5135,0,Training
5136,3,Training
5137,6,Training
5138,4,Training
5139,5,Training
5140,6,Training
5141,0,Training
5142,3,Training
5143,2,Training
5144,6,Training
5145,2,Training
5146,2,Training
5147,3,Training
5148,4,Training
5149,2,Training
5150,2,Training
5151,4,Training
5152,2,Training
5153,3,Training
5154,3,Training
5155,3,Training
5156,3,Training
5157,2,Training
5158,6,Training
5159,2,Training
5160,2,Training
5161,3,Training
5162,6,Training
5163,0,Training
5164,3,Training
5165,3,Training
5166,3,Training
5167,4,Training
5168,3,Training
5169,1,Training
5170,5,Training
5171,6,Training
5172,3,Training
5173,3,Training
5174,2,Training
5175,6,Training
5176,2,Training
5177,3,Training
5178,4,Training
5179,5,Training
5180,3,Training
5181,2,Training
5182,2,Training
5183,3,Training
5184,4,Training
5185,2,Training
5186,4,Training
5187,6,Training
5188,0,Training
5189,4,Training
5190,3,Training
5191,5,Training
5192,0,Training
5193,4,Training
5194,6,Training
5195,6,Training
5196,2,Training
5197,2,Training
5198,1,Training
5199,3,Training
5200,2,Training
5201,3,Training
5202,0,Training
5203,3,Training
5204,1,Training
5205,0,Training
5206,4,Training
5207,3,Training
5208,6,Training
5209,5,Training
5210,3,Training
5211,2,Training
5212,5,Training
5213,2,Training
5214,2,Training
5215,5,Training
5216,3,Training
5217,4,Training
5218,4,Training
5219,5,Training
5220,6,Training
5221,0,Training
5222,0,Training
5223,2,Training
5224,2,Training
5225,4,Training
5226,6,Training
5227,6,Training
5228,6,Training
5229,4,Training
5230,4,Training
5231,6,Training
5232,6,Training
5233,3,Training
5234,0,Training
5235,2,Training
5236,2,Training
5237,3,Training
5238,3,Training
5239,3,Training
5240,3,Training
5241,2,Training
5242,2,Training
5243,0,Training
5244,5,Training
5245,0,Training
5246,0,Training
5247,0,Training
5248,5,Training
5249,6,Training
5250,3,Training
5251,0,Training
5252,5,Training
5253,3,Training
5254,2,Training
5255,2,Training
5256,6,Training
5257,2,Training
5258,4,Training
5259,6,Training
5260,0,Training
5261,6,Training
5262,4,Training
5263,4,Training
5264,2,Training
5265,3,Training
5266,3,Training
5267,0,Training
5268,6,Training
5269,0,Training
5270,3,Training
5271,3,Training
5272,3,Training
5273,6,Training
5274,3,Training
5275,2,Training
5276,6,Training
5277,3,Training
5278,4,Training
5279,3,Training
5280,3,Training
5281,2,Training
5282,5,Training
5283,4,Training
5284,2,Training
5285,2,Training
5286,2,Training
5287,0,Training
5288,0,Training
5289,3,Training
5290,3,Training
5291,3,Training
5292,4,Training
5293,6,Training
5294,3,Training
5295,5,Training
5296,0,Training
5297,0,Training
5298,6,Training
5299,3,Training
5300,4,Training
5301,3,Training
5302,2,Training
5303,3,Training
5304,3,Training
5305,0,Training
5306,3,Training
5307,3,Training
5308,0,Training
5309,4,Training
5310,3,Training
5311,5,Training
5312,2,Training
5313,0,Training
5314,3,Training
5315,0,Training
5316,2,Training
5317,4,Training
5318,0,Training
5319,3,Training
5320,2,Training
5321,6,Training
5322,6,Training
5323,3,Training
5324,6,Training
5325,0,Training
5326,3,Training
5327,6,Training
5328,2,Training
5329,1,Training
5330,6,Training
5331,6,Training
5332,6,Training
5333,0,Training
5334,0,Training
5335,4,Training
5336,1,Training
5337,4,Training
5338,5,Training
5339,4,Training
5340,3,Training
5341,3,Training
5342,5,Training
5343,3,Training
5344,5,Training
5345,6,Training
5346,6,Training
5347,3,Training
5348,3,Training
5349,4,Training
5350,2,Training
5351,3,Training
5352,3,Training
5353,3,Training
5354,6,Training
5355,2,Training
5356,4,Training
5357,3,Training
5358,5,Training
5359,6,Training
5360,2,Training
5361,2,Training
5362,6,Training
5363,3,Training
5364,0,Training
5365,0,Training
5366,5,Training
5367,0,Training
5368,6,Training
5369,0,Training
5370,0,Training
5371,4,Training
5372,3,Training
5373,2,Training
5374,3,Training
5375,4,Training
5376,5,Training
5377,6,Training
5378,1,Training
5379,2,Training
5380,3,Training
5381,4,Training
5382,6,Training
5383,6,Training
5384,4,Training
5385,3,Training
5386,6,Training
5387,3,Training
5388,0,Training
5389,3,Training
5390,2,Training
5391,3,Training
5392,4,Training
5393,0,Training
5394,5,Training
5395,4,Training
5396,6,Training
5397,3,Training
5398,6,Training
5399,4,Training
5400,0,Training
5401,0,Training
5402,6,Training
5403,0,Training
5404,0,Training
5405,6,Training
5406,6,Training
5407,2,Training
5408,6,Training
5409,0,Training
5410,4,Training
5411,3,Training
5412,6,Training
5413,0,Training
5414,2,Training
5415,0,Training
5416,2,Training
5417,3,Training
5418,3,Training
5419,3,Training
5420,5,Training
5421,3,Training
5422,2,Training
5423,0,Training
5424,3,Training
5425,4,Training
5426,0,Training
5427,0,Training
5428,4,Training
5429,0,Training
5430,3,Training
5431,3,Training
5432,4,Training
5433,0,Training
5434,3,Training
5435,0,Training
5436,4,Training
5437,5,Training
5438,6,Training
5439,3,Training
5440,0,Training
5441,3,Training
5442,2,Training
5443,5,Training
5444,2,Training
5445,6,Training
5446,3,Training
5447,6,Training
5448,6,Training
5449,5,Training
5450,6,Training
5451,5,Training
5452,3,Training
5453,3,Training
5454,3,Training
5455,6,Training
5456,3,Training
5457,5,Training
5458,6,Training
5459,3,Training
5460,0,Training
5461,0,Training
5462,5,Training
5463,3,Training
5464,5,Training
5465,3,Training
5466,6,Training
5467,4,Training
5468,3,Training
5469,3,Training
5470,3,Training
5471,6,Training
5472,6,Training
5473,2,Training
5474,2,Training
5475,6,Training
5476,4,Training
5477,2,Training
5478,3,Training
5479,6,Training
5480,6,Training
5481,4,Training
5482,5,Training
5483,6,Training
5484,2,Training
5485,3,Training
5486,6,Training
5487,0,Training
5488,5,Training
5489,3,Training
5490,5,Training
5491,3,Training
5492,3,Training
5493,5,Training
5494,3,Training
5495,4,Training
5496,0,Training
5497,0,Training
5498,2,Training
5499,3,Training
5500,6,Training
5501,4,Training
5502,6,Training
5503,6,Training
5504,4,Training
5505,4,Training
5506,0,Training
5507,5,Training
5508,3,Training
5509,4,Training
5510,3,Training
5511,6,Training
5512,3,Training
5513,0,Training
5514,5,Training
5515,2,Training
5516,4,Training
5517,4,Training
5518,0,Training
5519,2,Training
5520,0,Training
5521,4,Training
5522,2,Training
5523,3,Training
5524,3,Training
5525,4,Training
5526,0,Training
5527,6,Training
5528,6,Training
5529,0,Training
5530,4,Training
5531,5,Training
5532,0,Training
5533,2,Training
5534,2,Training
5535,4,Training
5536,0,Training
5537,6,Training
5538,4,Training
5539,2,Training
5540,2,Training
5541,6,Training
5542,4,Training
5543,0,Training
5544,3,Training
5545,0,Training
5546,0,Training
5547,0,Training
5548,3,Training
5549,3,Training
5550,6,Training
5551,5,Training
5552,2,Training
5553,6,Training
5554,2,Training
5555,3,Training
5556,3,Training
5557,6,Training
5558,2,Training
5559,3,Training
5560,0,Training
5561,4,Training
5562,6,Training
5563,2,Training
5564,5,Training
5565,0,Training
5566,3,Training
5567,0,Training
5568,2,Training
5569,5,Training
5570,4,Training
5571,0,Training
5572,3,Training
5573,6,Training
5574,3,Training
5575,3,Training
5576,2,Training
5577,3,Training
5578,5,Training
5579,2,Training
5580,6,Training
5581,3,Training
5582,4,Training
5583,0,Training
5584,0,Training
5585,6,Training
5586,2,Training
5587,0,Training
5588,0,Training
5589,4,Training
5590,6,Training
5591,2,Training
5592,6,Training
5593,5,Training
5594,0,Training
5595,3,Training
5596,5,Training
5597,6,Training
5598,5,Training
5599,0,Training
5600,6,Training
5601,4,Training
5602,5,Training
5603,6,Training
5604,0,Training
5605,3,Training
5606,3,Training
5607,4,Training
5608,0,Training
5609,6,Training
5610,5,Training
5611,0,Training
5612,6,Training
5613,2,Training
5614,4,Training
5615,3,Training
5616,0,Training
5617,5,Training
5618,0,Training
5619,3,Training
5620,2,Training
5621,5,Training
5622,6,Training
5623,2,Training
5624,5,Training
5625,6,Training
5626,6,Training
5627,2,Training
5628,2,Training
5629,2,Training
5630,4,Training
5631,6,Training
5632,0,Training
5633,3,Training
5634,0,Training
5635,2,Training
5636,2,Training
5637,5,Training
5638,0,Training
5639,2,Training
5640,2,Training
5641,4,Training
5642,4,Training
5643,4,Training
5644,6,Training
5645,3,Training
5646,0,Training
5647,4,Training
5648,3,Training
5649,6,Training
5650,3,Training
5651,4,Training
5652,6,Training
5653,6,Training
5654,4,Training
5655,2,Training
5656,0,Training
5657,3,Training
5658,5,Training
5659,5,Training
5660,0,Training
5661,6,Training
5662,0,Training
5663,3,Training
5664,4,Training
5665,5,Training
5666,3,Training
5667,4,Training
5668,1,Training
5669,3,Training
5670,6,Training
5671,2,Training
5672,3,Training
5673,3,Training
5674,3,Training
5675,3,Training
5676,6,Training
5677,4,Training
5678,4,Training
5679,2,Training
5680,0,Training
5681,5,Training
5682,3,Training
5683,0,Training
5684,2,Training
5685,6,Training
5686,3,Training
5687,2,Training
5688,6,Training
5689,3,Training
5690,4,Training
5691,6,Training
5692,3,Training
5693,1,Training
5694,6,Training
5695,3,Training
5696,6,Training
5697,5,Training
5698,4,Training
5699,4,Training
5700,6,Training
5701,3,Training
5702,2,Training
5703,0,Training
5704,5,Training
5705,4,Training
5706,3,Training
5707,5,Training
5708,3,Training
5709,6,Training
5710,4,Training
5711,4,Training
5712,0,Training
5713,5,Training
5714,6,Training
5715,3,Training
5716,6,Training
5717,6,Training
5718,2,Training
5719,3,Training
5720,3,Training
5721,0,Training
5722,5,Training
5723,5,Training
5724,5,Training
5725,6,Training
5726,4,Training
5727,4,Training
5728,2,Training
5729,5,Training
5730,3,Training
5731,3,Training
5732,2,Training
5733,0,Training
5734,4,Training
5735,6,Training
5736,3,Training
5737,2,Training
5738,0,Training
5739,3,Training
5740,0,Training
5741,0,Training
5742,4,Training
5743,2,Training
5744,3,Training
5745,4,Training
5746,6,Training
5747,5,Training
5748,0,Training
5749,6,Training
5750,6,Training
5751,0,Training
5752,5,Training
5753,2,Training
5754,3,Training
5755,6,Training
5756,4,Training
5757,3,Training
5758,2,Training
5759,3,Training
5760,2,Training
5761,5,Training
5762,0,Training
5763,4,Training
5764,0,Training
5765,3,Training
5766,4,Training
5767,3,Training
5768,4,Training
5769,4,Training
5770,3,Training
5771,3,Training
5772,5,Training
5773,4,Training
5774,3,Training
5775,3,Training
5776,6,Training
5777,4,Training
5778,3,Training
5779,5,Training
5780,3,Training
5781,0,Training
5782,3,Training
5783,2,Training
5784,3,Training
5785,6,Training
5786,1,Training
5787,3,Training
5788,4,Training
5789,3,Training
5790,4,Training
5791,2,Training
5792,0,Training
5793,6,Training
5794,4,Training
5795,4,Training
5796,5,Training
5797,3,Training
5798,3,Training
5799,4,Training
5800,4,Training
5801,3,Training
5802,2,Training
5803,2,Training
5804,2,Training
5805,3,Training
5806,4,Training
5807,3,Training
5808,3,Training
5809,3,Training
5810,2,Training
5811,0,Training
5812,6,Training
5813,3,Training
5814,6,Training
5815,4,Training
5816,2,Training
5817,3,Training
5818,6,Training
5819,6,Training
5820,3,Training
5821,3,Training
5822,3,Training
5823,0,Training
5824,3,Training
5825,3,Training
5826,4,Training
5827,2,Training
5828,2,Training
5829,2,Training
5830,0,Training
5831,1,Training
5832,6,Training
5833,0,Training
5834,3,Training
5835,4,Training
5836,3,Training
5837,4,Training
5838,4,Training
5839,5,Training
5840,4,Training
5841,3,Training
5842,4,Training
5843,5,Training
5844,2,Training
5845,6,Training
5846,3,Training
5847,3,Training
5848,4,Training
5849,0,Training
5850,6,Training
5851,0,Training
5852,6,Training
5853,3,Training
5854,6,Training
5855,6,Training
5856,5,Training
5857,2,Training
5858,3,Training
5859,2,Training
5860,0,Training
5861,4,Training
5862,2,Training
5863,4,Training
5864,0,Training
5865,6,Training
5866,6,Training
5867,5,Training
5868,2,Training
5869,3,Training
5870,6,Training
5871,5,Training
5872,2,Training
5873,2,Training
5874,6,Training
5875,3,Training
5876,3,Training
5877,4,Training
5878,6,Training
5879,3,Training
5880,6,Training
5881,5,Training
5882,5,Training
5883,4,Training
5884,0,Training
5885,6,Training
5886,6,Training
5887,6,Training
5888,6,Training
5889,0,Training
5890,4,Training
5891,6,Training
5892,3,Training
5893,4,Training
5894,5,Training
5895,4,Training
5896,6,Training
5897,0,Training
5898,6,Training
5899,3,Training
5900,4,Training
5901,4,Training
5902,0,Training
5903,0,Training
5904,4,Training
5905,3,Training
5906,5,Training
5907,6,Training
5908,0,Training
5909,4,Training
5910,3,Training
5911,4,Training
5912,2,Training
5913,6,Training
5914,3,Training
5915,5,Training
5916,2,Training
5917,6,Training
5918,3,Training
5919,4,Training
5920,3,Training
5921,6,Training
5922,3,Training
5923,4,Training
5924,3,Training
5925,3,Training
5926,0,Training
5927,3,Training
5928,6,Training
5929,2,Training
5930,2,Training
5931,4,Training
5932,6,Training
5933,5,Training
5934,0,Training
5935,0,Training
5936,4,Training
5937,4,Training
5938,0,Training
5939,5,Training
5940,0,Training
5941,3,Training
5942,5,Training
5943,3,Training
5944,5,Training
5945,2,Training
5946,6,Training
5947,3,Training
5948,0,Training
5949,5,Training
5950,5,Training
5951,3,Training
5952,5,Training
5953,0,Training
5954,6,Training
5955,3,Training
5956,4,Training
5957,0,Training
5958,2,Training
5959,1,Training
5960,2,Training
5961,3,Training
5962,2,Training
5963,0,Training
5964,3,Training
5965,1,Training
5966,6,Training
5967,4,Training
5968,0,Training
5969,3,Training
5970,3,Training
5971,4,Training
5972,6,Training
5973,3,Training
5974,6,Training
5975,2,Training
5976,4,Training
5977,6,Training
5978,3,Training
5979,4,Training
5980,4,Training
5981,6,Training
5982,5,Training
5983,3,Training
5984,6,Training
5985,6,Training
5986,4,Training
5987,6,Training
5988,2,Training
5989,3,Training
5990,2,Training
5991,4,Training
5992,3,Training
5993,2,Training
5994,6,Training
5995,4,Training
5996,4,Training
5997,4,Training
5998,5,Training
5999,6,Training
6000,2,Training
6001,4,Training
6002,3,Training
6003,0,Training
6004,2,Training
6005,3,Training
6006,2,Training
6007,4,Training
6008,4,Training
6009,3,Training
6010,0,Training
6011,3,Training
6012,4,Training
6013,3,Training
6014,5,Training
6015,5,Training
6016,3,Training
6017,6,Training
6018,0,Training
6019,6,Training
6020,5,Training
6021,5,Training
6022,0,Training
6023,4,Training
6024,0,Training
6025,0,Training
6026,4,Training
6027,2,Training
6028,6,Training
6029,4,Training
6030,3,Training
6031,2,Training
6032,2,Training
6033,5,Training
6034,4,Training
6035,6,Training
6036,2,Training
6037,4,Training
6038,2,Training
6039,6,Training
6040,4,Training
6041,6,Training
6042,5,Training
6043,3,Training
6044,3,Training
6045,3,Training
6046,3,Training
6047,5,Training
6048,4,Training
6049,3,Training
6050,4,Training
6051,5,Training
6052,3,Training
6053,3,Training
6054,2,Training
6055,2,Training
6056,0,Training
6057,6,Training
6058,5,Training
6059,5,Training
6060,2,Training
6061,2,Training
6062,4,Training
6063,2,Training
6064,4,Training
6065,2,Training
6066,6,Training
6067,2,Training
6068,4,Training
6069,4,Training
6070,6,Training
6071,4,Training
6072,2,Training
6073,2,Training
6074,4,Training
6075,4,Training
6076,0,Training
6077,3,Training
6078,3,Training
6079,6,Training
6080,2,Training
6081,3,Training
6082,3,Training
6083,0,Training
6084,4,Training
6085,4,Training
6086,4,Training
6087,5,Training
6088,4,Training
6089,0,Training
6090,3,Training
6091,0,Training
6092,2,Training
6093,0,Training
6094,6,Training
6095,4,Training
6096,3,Training
6097,5,Training
6098,2,Training
6099,3,Training
6100,3,Training
6101,5,Training
6102,0,Training
6103,6,Training
6104,6,Training
6105,2,Training
6106,0,Training
6107,2,Training
6108,0,Training
6109,3,Training
6110,4,Training
6111,3,Training
6112,2,Training
6113,3,Training
6114,2,Training
6115,2,Training
6116,0,Training
6117,4,Training
6118,3,Training
6119,5,Training
6120,0,Training
6121,2,Training
6122,0,Training
6123,0,Training
6124,3,Training
6125,3,Training
6126,3,Training
6127,3,Training
6128,3,Training
6129,4,Training
6130,0,Training
6131,0,Training
6132,0,Training
6133,3,Training
6134,5,Training
6135,0,Training
6136,3,Training
6137,3,Training
6138,4,Training
6139,3,Training
6140,5,Training
6141,2,Training
6142,3,Training
6143,4,Training
6144,6,Training
6145,2,Training
6146,1,Training
6147,2,Training
6148,4,Training
6149,6,Training
6150,4,Training
6151,3,Training
6152,4,Training
6153,2,Training
6154,2,Training
6155,5,Training
6156,0,Training
6157,6,Training
6158,3,Training
6159,6,Training
6160,4,Training
6161,5,Training
6162,2,Training
6163,4,Training
6164,2,Training
6165,5,Training
6166,4,Training
6167,6,Training
6168,5,Training
6169,0,Training
6170,3,Training
6171,4,Training
6172,0,Training
6173,4,Training
6174,4,Training
6175,6,Training
6176,3,Training
6177,2,Training
6178,1,Training
6179,6,Training
6180,2,Training
6181,6,Training
6182,3,Training
6183,5,Training
6184,3,Training
6185,5,Training
6186,4,Training
6187,3,Training
6188,4,Training
6189,4,Training
6190,3,Training
6191,2,Training
6192,3,Training
6193,6,Training
6194,6,Training
6195,2,Training
6196,6,Training
6197,6,Training
6198,3,Training
6199,3,Training
6200,5,Training
6201,3,Training
6202,0,Training
6203,4,Training
6204,6,Training
6205,3,Training
6206,6,Training
6207,3,Training
6208,4,Training
6209,0,Training
6210,3,Training
6211,4,Training
6212,3,Training
6213,4,Training
6214,6,Training
6215,2,Training
6216,4,Training
6217,5,Training
6218,3,Training
6219,3,Training
6220,5,Training
6221,3,Training
6222,6,Training
6223,4,Training
6224,0,Training
6225,5,Training
6226,0,Training
6227,2,Training
6228,2,Training
6229,0,Training
6230,1,Training
6231,3,Training
6232,1,Training
6233,0,Training
6234,5,Training
6235,6,Training
6236,0,Training
6237,6,Training
6238,3,Training
6239,6,Training
6240,5,Training
6241,5,Training
6242,4,Training
6243,3,Training
6244,6,Training
6245,0,Training
6246,4,Training
6247,3,Training
6248,5,Training
6249,2,Training
6250,4,Training
6251,5,Training
6252,3,Training
6253,4,Training
6254,3,Training
6255,2,Training
6256,6,Training
6257,3,Training
6258,5,Training
6259,5,Training
6260,0,Training
6261,3,Training
6262,3,Training
6263,3,Training
6264,2,Training
6265,4,Training
6266,4,Training
6267,6,Training
6268,5,Training
6269,3,Training
6270,5,Training
6271,0,Training
6272,3,Training
6273,3,Training
6274,5,Training
6275,0,Training
6276,5,Training
6277,5,Training
6278,6,Training
6279,0,Training
6280,3,Training
6281,3,Training
6282,3,Training
6283,0,Training
6284,0,Training
6285,3,Training
6286,3,Training
6287,0,Training
6288,3,Training
6289,5,Training
6290,6,Training
6291,3,Training
6292,2,Training
6293,3,Training
6294,0,Training
6295,0,Training
6296,3,Training
6297,6,Training
6298,6,Training
6299,2,Training
6300,0,Training
6301,3,Training
6302,2,Training
6303,3,Training
6304,3,Training
6305,4,Training
6306,3,Training
6307,5,Training
6308,4,Training
6309,3,Training
6310,5,Training
6311,3,Training
6312,2,Training
6313,4,Training
6314,3,Training
6315,0,Training
6316,6,Training
6317,0,Training
6318,0,Training
6319,5,Training
6320,0,Training
6321,3,Training
6322,0,Training
6323,5,Training
6324,2,Training
6325,4,Training
6326,6,Training
6327,6,Training
6328,3,Training
6329,5,Training
6330,3,Training
6331,4,Training
6332,1,Training
6333,4,Training
6334,3,Training
6335,3,Training
6336,6,Training
6337,3,Training
6338,3,Training
6339,3,Training
6340,0,Training
6341,6,Training
6342,2,Training
6343,1,Training
6344,6,Training
6345,3,Training
6346,2,Training
6347,2,Training
6348,0,Training
6349,6,Training
6350,3,Training
6351,3,Training
6352,6,Training
6353,3,Training
6354,4,Training
6355,4,Training
6356,0,Training
6357,2,Training
6358,5,Training
6359,3,Training
6360,5,Training
6361,5,Training
6362,2,Training
6363,3,Training
6364,3,Training
6365,0,Training
6366,0,Training
6367,2,Training
6368,3,Training
6369,3,Training
6370,4,Training
6371,3,Training
6372,0,Training
6373,3,Training
6374,2,Training
6375,4,Training
6376,0,Training
6377,4,Training
6378,3,Training
6379,3,Training
6380,3,Training
6381,3,Training
6382,6,Training
6383,3,Training
6384,2,Training
6385,5,Training
6386,6,Training
6387,3,Training
6388,5,Training
6389,6,Training
6390,2,Training
6391,0,Training
6392,4,Training
6393,3,Training
6394,2,Training
6395,3,Training
6396,6,Training
6397,2,Training
6398,6,Training
6399,6,Training
6400,2,Training
6401,4,Training
6402,3,Training
6403,6,Training
6404,3,Training
6405,0,Training
6406,6,Training
6407,3,Training
6408,3,Training
6409,2,Training
6410,0,Training
6411,5,Training
6412,5,Training
6413,6,Training
6414,0,Training
6415,3,Training
6416,5,Training
6417,3,Training
6418,5,Training
6419,3,Training
6420,5,Training
6421,0,Training
6422,2,Training
6423,1,Training
6424,6,Training
6425,0,Training
6426,5,Training
6427,0,Training
6428,5,Training
6429,0,Training
6430,2,Training
6431,3,Training
6432,2,Training
6433,3,Training
6434,2,Training
6435,4,Training
6436,2,Training
6437,3,Training
6438,3,Training
6439,2,Training
6440,5,Training
6441,4,Training
6442,5,Training
6443,0,Training
6444,6,Training
6445,3,Training
6446,4,Training
6447,6,Training
6448,5,Training
6449,4,Training
6450,4,Training
6451,3,Training
6452,5,Training
6453,2,Training
6454,6,Training
6455,1,Training
6456,3,Training
6457,6,Training
6458,3,Training
6459,0,Training
6460,4,Training
6461,4,Training
6462,2,Training
6463,2,Training
6464,6,Training
6465,4,Training
6466,2,Training
6467,3,Training
6468,4,Training
6469,3,Training
6470,2,Training
6471,2,Training
6472,0,Training
6473,3,Training
6474,3,Training
6475,4,Training
6476,3,Training
6477,6,Training
6478,3,Training
6479,4,Training
6480,0,Training
6481,6,Training
6482,4,Training
6483,2,Training
6484,5,Training
6485,0,Training
6486,4,Training
6487,5,Training
6488,3,Training
6489,1,Training
6490,3,Training
6491,0,Training
6492,0,Training
6493,4,Training
6494,0,Training
6495,4,Training
6496,2,Training
6497,2,Training
6498,5,Training
6499,0,Training
6500,6,Training
6501,3,Training
6502,0,Training
6503,6,Training
6504,6,Training
6505,4,Training
6506,3,Training
6507,2,Training
6508,3,Training
6509,5,Training
6510,2,Training
6511,2,Training
6512,2,Training
6513,0,Training
6514,5,Training
6515,4,Training
6516,2,Training
6517,0,Training
6518,2,Training
6519,5,Training
6520,0,Training
6521,0,Training
6522,4,Training
6523,3,Training
6524,6,Training
6525,2,Training
6526,3,Training
6527,3,Training
6528,6,Training
6529,6,Training
6530,4,Training
6531,0,Training
6532,0,Training
6533,3,Training
6534,5,Training
6535,3,Training
6536,3,Training
6537,2,Training
6538,5,Training
6539,5,Training
6540,4,Training
6541,6,Training
6542,4,Training
6543,4,Training
6544,2,Training
6545,4,Training
6546,6,Training
6547,3,Training
6548,0,Training
6549,1,Training
6550,4,Training
6551,4,Training
6552,4,Training
6553,6,Training
6554,3,Training
6555,6,Training
6556,0,Training
6557,0,Training
6558,4,Training
6559,2,Training
6560,5,Training
6561,3,Training
6562,0,Training
6563,1,Training
6564,4,Training
6565,5,Training
6566,5,Training
6567,0,Training
6568,5,Training
6569,2,Training
6570,2,Training
6571,2,Training
6572,4,Training
6573,5,Training
6574,0,Training
6575,4,Training
6576,0,Training
6577,0,Training
6578,3,Training
6579,3,Training
6580,3,Training
6581,0,Training
6582,0,Training
6583,6,Training
6584,2,Training
6585,0,Training
6586,6,Training
6587,3,Training
6588,6,Training
6589,5,Training
6590,0,Training
6591,6,Training
6592,2,Training
6593,3,Training
6594,6,Training
6595,5,Training
6596,5,Training
6597,6,Training
6598,3,Training
6599,5,Training
6600,6,Training
6601,3,Training
6602,5,Training
6603,6,Training
6604,3,Training
6605,3,Training
6606,3,Training
6607,5,Training
6608,3,Training
6609,2,Training
6610,3,Training
6611,3,Training
6612,3,Training
6613,5,Training
6614,6,Training
6615,3,Training
6616,4,Training
6617,3,Training
6618,3,Training
6619,0,Training
6620,3,Training
6621,0,Training
6622,0,Training
6623,2,Training
6624,2,Training
6625,4,Training
6626,3,Training
6627,4,Training
6628,2,Training
6629,4,Training
6630,0,Training
6631,6,Training
6632,2,Training
6633,0,Training
6634,2,Training
6635,3,Training
6636,6,Training
6637,6,Training
6638,4,Training
6639,1,Training
6640,2,Training
6641,4,Training
6642,6,Training
6643,0,Training
6644,3,Training
6645,4,Training
6646,4,Training
6647,4,Training
6648,5,Training
6649,6,Training
6650,2,Training
6651,2,Training
6652,4,Training
6653,0,Training
6654,5,Training
6655,5,Training
6656,5,Training
6657,4,Training
6658,4,Training
6659,2,Training
6660,4,Training
6661,4,Training
6662,6,Training
6663,4,Training
6664,3,Training
6665,6,Training
6666,2,Training
6667,3,Training
6668,2,Training
6669,2,Training
6670,2,Training
6671,5,Training
6672,4,Training
6673,0,Training
6674,4,Training
6675,0,Training
6676,4,Training
6677,5,Training
6678,3,Training
6679,2,Training
6680,6,Training
6681,2,Training
6682,2,Training
6683,6,Training
6684,6,Training
6685,6,Training
6686,5,Training
6687,3,Training
6688,0,Training
6689,6,Training
6690,3,Training
6691,3,Training
6692,3,Training
6693,6,Training
6694,2,Training
6695,0,Training
6696,3,Training
6697,4,Training
6698,0,Training
6699,5,Training
6700,4,Training
6701,3,Training
6702,0,Training
6703,0,Training
6704,3,Training
6705,4,Training
6706,6,Training
6707,4,Training
6708,5,Training
6709,3,Training
6710,6,Training
6711,6,Training
6712,5,Training
6713,5,Training
6714,3,Training
6715,5,Training
6716,3,Training
6717,5,Training
6718,3,Training
6719,6,Training
6720,4,Training
6721,4,Training
6722,4,Training
6723,3,Training
6724,4,Training
6725,5,Training
6726,3,Training
6727,0,Training
6728,6,Training
6729,2,Training
6730,2,Training
6731,2,Training
6732,0,Training
6733,2,Training
6734,4,Training
6735,4,Training
6736,4,Training
6737,4,Training
6738,4,Training
6739,0,Training
6740,0,Training
6741,3,Training
6742,6,Training
6743,5,Training
6744,6,Training
6745,3,Training
6746,0,Training
6747,5,Training
6748,2,Training
6749,4,Training
6750,2,Training
6751,4,Training
6752,5,Training
6753,0,Training
6754,2,Training
6755,5,Training
6756,4,Training
6757,3,Training
6758,6,Training
6759,5,Training
6760,3,Training
6761,4,Training
6762,4,Training
6763,4,Training
6764,3,Training
6765,3,Training
6766,0,Training
6767,0,Training
6768,5,Training
6769,2,Training
6770,6,Training
6771,4,Training
6772,4,Training
6773,6,Training
6774,5,Training
6775,2,Training
6776,4,Training
6777,3,Training
6778,2,Training
6779,4,Training
6780,3,Training
6781,1,Training
6782,3,Training
